GameId,Season,Date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,Home_team,Away_team,hm_date_id
22100271,2021-22 Regular Season,11/24/2021,Nikola Vucevic,Javonte Green,DeMar DeRozan,Zach LaVine,Lonzo Ball,Christian Wood,Kevin Porter Jr.,Jalen Green,Jae'Sean Tate,Eric Gordon,HOU,CHI,HOU-11-24-2021
22100272,2021-22 Regular Season,11/24/2021,Precious Achiuwa,Scottie Barnes,Gary Trent Jr.,Pascal Siakam,Fred VanVleet,Steven Adams,Desmond Bane,Jaren Jackson Jr.,Dillon Brooks,Ja Morant,MEM,TOR,MEM-11-24-2021
22100273,2021-22 Regular Season,11/24/2021,Luka Garza,Saddiq Bey,Jerami Grant,Cory Joseph,Cade Cunningham,Bobby Portis,Giannis Antetokounmpo,Jrue Holiday,Khris Middleton,Grayson Allen,MIL,DET,MIL-11-24-2021
22100274,2021-22 Regular Season,11/24/2021,Bam Adebayo,Duncan Robinson,P.J. Tucker,Jimmy Butler,Kyle Lowry,Karl-Anthony Towns,Jarred Vanderbilt,Patrick Beverley,Anthony Edwards,D'Angelo Russell,MIN,MIA,MIN-11-24-2021
22100275,2021-22 Regular Season,11/24/2021,Daniel Gafford,Bradley Beal,Kyle Kuzma,Kentavious Caldwell-Pope,Spencer Dinwiddie,Jonas Valanciunas,Josh Hart,Brandon Ingram,Herbert Jones,Devonte' Graham,NOP,WAS,NOP-11-24-2021
22100276,2021-22 Regular Season,11/24/2021,Rudy Gobert,Royce O'Neale,Mike Conley,Donovan Mitchell,Bojan Bogdanovic,Jeremiah Robinson-Earl,Luguentz Dort,Darius Bazley,Josh Giddey,Aaron Wiggins,OKC,UTA,OKC-11-24-2021
22100277,2021-22 Regular Season,11/24/2021,Clint Capela,Trae Young,John Collins,Kevin Huerter,Bogdan Bogdanovic,Jakob Poeltl,Keldon Johnson,Dejounte Murray,Derrick White,Keita Bates-Diop,SAS,ATL,SAS-11-24-2021
22100278,2021-22 Regular Season,11/24/2021,Andre Drummond,Seth Curry,Tyrese Maxey,Matisse Thybulle,Georges Niang,Kevon Looney,Andrew Wiggins,Draymond Green,Stephen Curry,Jordan Poole,GSW,PHI,GSW-11-24-2021
22100279,2021-22 Regular Season,11/24/2021,Jusuf Nurkic,Damian Lillard,Robert Covington,CJ McCollum,Norman Powell,Alex Len,De'Aaron Fox,Tyrese Haliburton,Maurice Harkless,Harrison Barnes,SAC,POR,SAC-11-24-2021
22100280,2021-22 Regular Season,11/26/2021,Isaiah Stewart,Saddiq Bey,Jerami Grant,Cade Cunningham,Cory Joseph,Ivica Zubac,Marcus Morris Sr.,Eric Bledsoe,Reggie Jackson,Paul George,LAC,DET,LAC-11-26-2021
22100281,2021-22 Regular Season,11/26/2021,Karl-Anthony Towns,D'Angelo Russell,Jarred Vanderbilt,Anthony Edwards,Jaden McDaniels,P.J. Washington,LaMelo Ball,Gordon Hayward,Miles Bridges,Terry Rozier,CHA,MIN,CHA-11-26-2021
22100282,2021-22 Regular Season,11/26/2021,Deandre Ayton,Chris Paul,Devin Booker,Jae Crowder,Mikal Bridges,Mitchell Robinson,Evan Fournier,Julius Randle,Kemba Walker,RJ Barrett,NYK,PHX,NYK-11-26-2021
22100283,2021-22 Regular Season,11/26/2021,Nikola Vucevic,DeMar DeRozan,Lonzo Ball,Zach LaVine,Javonte Green,Mo Bamba,Jalen Suggs,Franz Wagner,Wendell Carter Jr.,Gary Harris,ORL,CHI,ORL-11-26-2021
22100284,2021-22 Regular Season,11/26/2021,Precious Achiuwa,Fred VanVleet,Scottie Barnes,Pascal Siakam,Gary Trent Jr.,Myles Turner,Domantas Sabonis,Malcolm Brogdon,Justin Holiday,Caris LeVert,IND,TOR,IND-11-26-2021
22100285,2021-22 Regular Season,11/26/2021,Clint Capela,Trae Young,John Collins,Kevin Huerter,Bogdan Bogdanovic,Steven Adams,Ja Morant,Dillon Brooks,Desmond Bane,Jaren Jackson Jr.,MEM,ATL,MEM-11-26-2021
22100286,2021-22 Regular Season,11/26/2021,Daniel Gafford,Kyle Kuzma,Bradley Beal,Kentavious Caldwell-Pope,Spencer Dinwiddie,Jeremiah Robinson-Earl,Shai Gilgeous-Alexander,Josh Giddey,Luguentz Dort,Darius Bazley,OKC,WAS,OKC-11-26-2021
22100287,2021-22 Regular Season,11/26/2021,Al Horford,Marcus Smart,Jaylen Brown,Jayson Tatum,Dennis Schroder,Jakob Poeltl,Derrick White,Dejounte Murray,Keita Bates-Diop,Keldon Johnson,SAS,BOS,SAS-11-26-2021
22100288,2021-22 Regular Season,11/26/2021,Bobby Portis,Grayson Allen,Khris Middleton,Giannis Antetokounmpo,Jrue Holiday,JaMychal Green,Jeff Green,Will Barton,Monte Morris,Aaron Gordon,DEN,MIL,DEN-11-26-2021
22100289,2021-22 Regular Season,11/26/2021,Jonas Valanciunas,Josh Hart,Brandon Ingram,Devonte' Graham,Herbert Jones,Rudy Gobert,Mike Conley,Donovan Mitchell,Bojan Bogdanovic,Royce O'Neale,UTA,NOP,UTA-11-26-2021
22100290,2021-22 Regular Season,11/26/2021,Jusuf Nurkic,Robert Covington,Damian Lillard,CJ McCollum,Norman Powell,Kevon Looney,Andrew Wiggins,Stephen Curry,Draymond Green,Jordan Poole,GSW,POR,GSW-11-26-2021
22100291,2021-22 Regular Season,11/26/2021,Alex Len,Chimezie Metu,De'Aaron Fox,Maurice Harkless,Tyrese Haliburton,DeAndre Jordan,Anthony Davis,LeBron James,Avery Bradley,Russell Westbrook,LAL,SAC,LAL-11-26-2021
22100292,2021-22 Regular Season,11/27/2021,Karl-Anthony Towns,Jarred Vanderbilt,D'Angelo Russell,Taurean Prince,Anthony Edwards,Joel Embiid,Tyrese Maxey,Tobias Harris,Matisse Thybulle,Seth Curry,PHI,MIN,PHI-11-27-2021
22100293,2021-22 Regular Season,11/27/2021,Mitchell Robinson,Alec Burks,Evan Fournier,RJ Barrett,Julius Randle,Clint Capela,Bogdan Bogdanovic,Kevin Huerter,Trae Young,John Collins,ATL,NYK,ATL-11-27-2021
22100294,2021-22 Regular Season,11/27/2021,Deandre Ayton,Chris Paul,Devin Booker,Mikal Bridges,Jae Crowder,LaMarcus Aldridge,Kevin Durant,James Harden,DeAndre' Bembry,Patty Mills,BKN,PHX,BKN-11-27-2021
22100295,2021-22 Regular Season,11/27/2021,Robin Lopez,Wendell Carter Jr.,Franz Wagner,Gary Harris,Jalen Suggs,Jarrett Allen,Darius Garland,Lauri Markkanen,Isaac Okoro,Evan Mobley,CLE,ORL,CLE-11-27-2021
22100296,2021-22 Regular Season,11/27/2021,Bam Adebayo,P.J. Tucker,Kyle Lowry,Duncan Robinson,Jimmy Butler,Nikola Vucevic,DeMar DeRozan,Zach LaVine,Lonzo Ball,Javonte Green,CHI,MIA,CHI-11-27-2021
22100297,2021-22 Regular Season,11/27/2021,P.J. Washington,Miles Bridges,LaMelo Ball,Gordon Hayward,Terry Rozier,Christian Wood,Eric Gordon,Kevin Porter Jr.,Garrison Mathews,Jae'Sean Tate,HOU,CHA,HOU-11-27-2021
22100298,2021-22 Regular Season,11/27/2021,Daniel Gafford,Bradley Beal,Aaron Holiday,Kentavious Caldwell-Pope,Kyle Kuzma,Kristaps Porzingis,Willie Cauley-Stein,Tim Hardaway Jr.,Luka Doncic,Dorian Finney-Smith,DAL,WAS,DAL-11-27-2021
22100299,2021-22 Regular Season,11/27/2021,Jonas Valanciunas,Josh Hart,Devonte' Graham,Brandon Ingram,Herbert Jones,Rudy Gobert,Donovan Mitchell,Mike Conley,Joe Ingles,Bojan Bogdanovic,UTA,NOP,UTA-11-27-2021
22100300,2021-22 Regular Season,11/28/2021,Kevon Looney,Draymond Green,Stephen Curry,Andrew Wiggins,Jordan Poole,Ivica Zubac,Reggie Jackson,Paul George,Marcus Morris Sr.,Eric Bledsoe,LAC,GSW,LAC-11-28-2021
22100301,2021-22 Regular Season,11/28/2021,Bobby Portis,Jrue Holiday,Giannis Antetokounmpo,Khris Middleton,Grayson Allen,Myles Turner,Caris LeVert,Domantas Sabonis,Justin Holiday,Malcolm Brogdon,IND,MIL,IND-11-28-2021
22100302,2021-22 Regular Season,11/28/2021,Al Horford,Grant Williams,Jayson Tatum,Jaylen Brown,Marcus Smart,Precious Achiuwa,Pascal Siakam,Scottie Barnes,Fred VanVleet,Svi Mykhailiuk,TOR,BOS,TOR-11-28-2021
22100303,2021-22 Regular Season,11/28/2021,Alex Len,Terence Davis,Chimezie Metu,De'Aaron Fox,Tyrese Haliburton,Steven Adams,Tyus Jones,Desmond Bane,Dillon Brooks,Jaren Jackson Jr.,MEM,SAC,MEM-11-28-2021
22100304,2021-22 Regular Season,11/28/2021,Isaiah Stewart,Cade Cunningham,Killian Hayes,Jerami Grant,Saddiq Bey,DeAndre Jordan,LeBron James,Russell Westbrook,Anthony Davis,Avery Bradley,LAL,DET,LAL-11-28-2021
22100305,2021-22 Regular Season,11/29/2021,Mo Bamba,Franz Wagner,Wendell Carter Jr.,Jalen Suggs,Gary Harris,Joel Embiid,Tobias Harris,Danny Green,Tyrese Maxey,Seth Curry,PHI,ORL,PHI-11-29-2021
22100306,2021-22 Regular Season,11/29/2021,Nikola Jokic,Aaron Gordon,Monte Morris,Jeff Green,Will Barton,Bam Adebayo,P.J. Tucker,Duncan Robinson,Kyle Lowry,Caleb Martin,MIA,DEN,MIA-11-29-2021
22100307,2021-22 Regular Season,11/29/2021,Nick Richards,LaMelo Ball,Miles Bridges,Gordon Hayward,Terry Rozier,Nikola Vucevic,Javonte Green,Zach LaVine,Lonzo Ball,DeMar DeRozan,CHI,CHA,CHI-11-29-2021
22100308,2021-22 Regular Season,11/29/2021,Jeremiah Robinson-Earl,Josh Giddey,Luguentz Dort,Darius Bazley,Shai Gilgeous-Alexander,Christian Wood,Kevin Porter Jr.,Jae'Sean Tate,Eric Gordon,Garrison Mathews,HOU,OKC,HOU-11-29-2021
22100309,2021-22 Regular Season,11/29/2021,Domantas Sabonis,T.J. McConnell,Malcolm Brogdon,Justin Holiday,Caris LeVert,Karl-Anthony Towns,Anthony Edwards,D'Angelo Russell,Josh Okogie,Taurean Prince,MIN,IND,MIN-11-29-2021
22100310,2021-22 Regular Season,11/29/2021,Jarrett Allen,Darius Garland,Evan Mobley,Isaac Okoro,Lauri Markkanen,Moses Brown,Kristaps Porzingis,Tim Hardaway Jr.,Luka Doncic,Dorian Finney-Smith,DAL,CLE,DAL-11-29-2021
22100311,2021-22 Regular Season,11/29/2021,Daniel Gafford,Kyle Kuzma,Bradley Beal,Kentavious Caldwell-Pope,Spencer Dinwiddie,Jakob Poeltl,Keldon Johnson,Derrick White,Dejounte Murray,Keita Bates-Diop,SAS,WAS,SAS-11-29-2021
22100312,2021-22 Regular Season,11/29/2021,Jusuf Nurkic,Robert Covington,Tony Snell,Damian Lillard,CJ McCollum,Rudy Gobert,Bojan Bogdanovic,Joe Ingles,Donovan Mitchell,Mike Conley,UTA,POR,UTA-11-29-2021
22100313,2021-22 Regular Season,11/29/2021,Jonas Valanciunas,Herbert Jones,Josh Hart,Devonte' Graham,Brandon Ingram,Ivica Zubac,Eric Bledsoe,Paul George,Reggie Jackson,Amir Coffey,LAC,NOP,LAC-11-29-2021
22100314,2021-22 Regular Season,11/30/2021,Mitchell Robinson,Alec Burks,Evan Fournier,RJ Barrett,Julius Randle,LaMarcus Aldridge,James Harden,DeAndre' Bembry,Patty Mills,Kevin Durant,BKN,NYK,BKN-11-30-2021
22100315,2021-22 Regular Season,11/30/2021,Steven Adams,Dillon Brooks,Tyus Jones,Desmond Bane,Jaren Jackson Jr.,Precious Achiuwa,Pascal Siakam,Scottie Barnes,Fred VanVleet,Svi Mykhailiuk,TOR,MEM,TOR-11-30-2021
22100316,2021-22 Regular Season,11/30/2021,Kevon Looney,Draymond Green,Andrew Wiggins,Stephen Curry,Jordan Poole,Deandre Ayton,Chris Paul,Jae Crowder,Devin Booker,Mikal Bridges,PHX,GSW,PHX-11-30-2021
22100317,2021-22 Regular Season,11/30/2021,Isaiah Stewart,Jerami Grant,Killian Hayes,Cade Cunningham,Saddiq Bey,Jusuf Nurkic,Anfernee Simons,Tony Snell,CJ McCollum,Robert Covington,POR,DET,POR-11-30-2021
22100318,2021-22 Regular Season,11/30/2021,DeAndre Jordan,Wayne Ellington,Talen Horton-Tucker,Anthony Davis,Russell Westbrook,Richaun Holmes,De'Aaron Fox,Tyrese Haliburton,Terence Davis,Chimezie Metu,SAC,LAL,SAC-11-30-2021
22100319,2021-22 Regular Season,12/1/2021,Clint Capela,Timothe Luwawu-Cabarrot,John Collins,Trae Young,Kevin Huerter,Myles Turner,Domantas Sabonis,Malcolm Brogdon,Caris LeVert,Chris Duarte,IND,ATL,IND-12-01-2021
22100320,2021-22 Regular Season,12/1/2021,Jeff Green,Nikola Jokic,Aaron Gordon,Monte Morris,Will Barton,Mo Bamba,Gary Harris,Cole Anthony,Wendell Carter Jr.,Franz Wagner,ORL,DEN,ORL-12-01-2021
22100321,2021-22 Regular Season,12/1/2021,Karl-Anthony Towns,Jarred Vanderbilt,D'Angelo Russell,Taurean Prince,Anthony Edwards,Daniel Gafford,Kyle Kuzma,Kentavious Caldwell-Pope,Bradley Beal,Spencer Dinwiddie,WAS,MIN,WAS-12-01-2021
22100322,2021-22 Regular Season,12/1/2021,Joel Embiid,Tyrese Maxey,Tobias Harris,Seth Curry,Danny Green,Robert Williams III,Marcus Smart,Jayson Tatum,Jaylen Brown,Al Horford,BOS,PHI,BOS-12-01-2021
22100323,2021-22 Regular Season,12/1/2021,Jarrett Allen,Darius Garland,Lauri Markkanen,Evan Mobley,Isaac Okoro,Dewayne Dedmon,Duncan Robinson,Kyle Lowry,P.J. Tucker,Tyler Herro,MIA,CLE,MIA-12-01-2021
22100324,2021-22 Regular Season,12/1/2021,P.J. Washington,Miles Bridges,Gordon Hayward,LaMelo Ball,Terry Rozier,Bobby Portis,Giannis Antetokounmpo,Khris Middleton,Jrue Holiday,Grayson Allen,MIL,CHA,MIL-12-01-2021
22100325,2021-22 Regular Season,12/1/2021,Kristaps Porzingis,Dwight Powell,Luka Doncic,Dorian Finney-Smith,Reggie Bullock,Jonas Valanciunas,Devonte' Graham,Garrett Temple,Herbert Jones,Brandon Ingram,NOP,DAL,NOP-12-01-2021
22100326,2021-22 Regular Season,12/1/2021,Christian Wood,Kevin Porter Jr.,Jae'Sean Tate,Garrison Mathews,Eric Gordon,Jeremiah Robinson-Earl,Tre Mann,Luguentz Dort,Shai Gilgeous-Alexander,Darius Bazley,OKC,HOU,OKC-12-01-2021
22100327,2021-22 Regular Season,12/1/2021,Richaun Holmes,Terence Davis,Chimezie Metu,De'Aaron Fox,Tyrese Haliburton,Ivica Zubac,Reggie Jackson,Serge Ibaka,Eric Bledsoe,Marcus Morris Sr.,LAC,SAC,LAC-12-01-2021
22100328,2021-22 Regular Season,12/2/2021,Nikola Vucevic,Javonte Green,Zach LaVine,Lonzo Ball,DeMar DeRozan,Mitchell Robinson,Alec Burks,Julius Randle,Evan Fournier,Immanuel Quickley,NYK,CHI,NYK-12-02-2021
22100329,2021-22 Regular Season,12/2/2021,Bobby Portis,Grayson Allen,Pat Connaughton,Jrue Holiday,Khris Middleton,Precious Achiuwa,Fred VanVleet,Gary Trent Jr.,Pascal Siakam,Scottie Barnes,TOR,MIL,TOR-12-02-2021
22100330,2021-22 Regular Season,12/2/2021,Jeremiah Robinson-Earl,Tre Mann,Darius Bazley,Luguentz Dort,Ty Jerome,Steven Adams,Tyus Jones,Jaren Jackson Jr.,Dillon Brooks,Desmond Bane,MEM,OKC,MEM-12-02-2021
22100331,2021-22 Regular Season,12/2/2021,Isaiah Stewart,Killian Hayes,Jerami Grant,Saddiq Bey,Cade Cunningham,Deandre Ayton,Mikal Bridges,Landry Shamet,Jae Crowder,Chris Paul,PHX,DET,PHX-12-02-2021
22100332,2021-22 Regular Season,12/2/2021,Jakob Poeltl,Derrick White,Dejounte Murray,Doug McDermott,Keldon Johnson,Jusuf Nurkic,Anfernee Simons,Norman Powell,Robert Covington,CJ McCollum,POR,SAS,POR-12-02-2021
22100333,2021-22 Regular Season,12/3/2021,Dewayne Dedmon,Kyle Lowry,Duncan Robinson,P.J. Tucker,Tyler Herro,Myles Turner,Caris LeVert,Malcolm Brogdon,Torrey Craig,Chris Duarte,IND,MIA,IND-12-03-2021
22100334,2021-22 Regular Season,12/3/2021,Jarrett Allen,Lauri Markkanen,Darius Garland,Evan Mobley,Isaac Okoro,Daniel Gafford,Bradley Beal,Kyle Kuzma,Kentavious Caldwell-Pope,Spencer Dinwiddie,WAS,CLE,WAS-12-03-2021
22100335,2021-22 Regular Season,12/3/2021,Joel Embiid,Danny Green,Tyrese Maxey,Georges Niang,Seth Curry,Clint Capela,Timothe Luwawu-Cabarrot,Trae Young,Kevin Huerter,John Collins,ATL,PHI,ATL-12-03-2021
22100336,2021-22 Regular Season,12/3/2021,D'Angelo Russell,Anthony Edwards,Taurean Prince,Naz Reid,Jarred Vanderbilt,LaMarcus Aldridge,DeAndre' Bembry,James Harden,Kevin Durant,Patty Mills,BKN,MIN,BKN-12-03-2021
22100337,2021-22 Regular Season,12/3/2021,Mo Bamba,Cole Anthony,Wendell Carter Jr.,Gary Harris,Franz Wagner,Christian Wood,Kevin Porter Jr.,Garrison Mathews,Jae'Sean Tate,Eric Gordon,HOU,ORL,HOU-12-03-2021
22100338,2021-22 Regular Season,12/3/2021,Jonas Valanciunas,Herbert Jones,Garrett Temple,Brandon Ingram,Devonte' Graham,Dwight Powell,Reggie Bullock,Luka Doncic,Dorian Finney-Smith,Maxi Kleber,DAL,NOP,DAL-12-03-2021
22100339,2021-22 Regular Season,12/3/2021,Robert Williams III,Dennis Schroder,Jayson Tatum,Al Horford,Marcus Smart,Rudy Gobert,Royce O'Neale,Donovan Mitchell,Mike Conley,Bojan Bogdanovic,UTA,BOS,UTA-12-03-2021
22100340,2021-22 Regular Season,12/3/2021,Deandre Ayton,Chris Paul,Mikal Bridges,Landry Shamet,Jae Crowder,Kevon Looney,Andrew Wiggins,Jordan Poole,Stephen Curry,Draymond Green,GSW,PHX,GSW-12-03-2021
22100341,2021-22 Regular Season,12/3/2021,Ivica Zubac,Paul George,Serge Ibaka,Marcus Morris Sr.,Reggie Jackson,Dwight Howard,Talen Horton-Tucker,LeBron James,Anthony Davis,Russell Westbrook,LAL,LAC,LAL-12-03-2021
22100342,2021-22 Regular Season,12/4/2021,Nikola Jokic,Jeff Green,Will Barton,Aaron Gordon,Monte Morris,Mitchell Robinson,RJ Barrett,Julius Randle,Evan Fournier,Alec Burks,NYK,DEN,NYK-12-04-2021
22100343,2021-22 Regular Season,12/4/2021,Nikola Vucevic,Alex Caruso,DeMar DeRozan,Zach LaVine,Lonzo Ball,LaMarcus Aldridge,DeAndre' Bembry,James Harden,Kevin Durant,Patty Mills,BKN,CHI,BKN-12-04-2021
22100344,2021-22 Regular Season,12/4/2021,Dewayne Dedmon,Tyler Herro,Kyle Lowry,P.J. Tucker,Duncan Robinson,Bobby Portis,Pat Connaughton,Sandro Mamukelashvili,Khris Middleton,Jrue Holiday,MIL,MIA,MIL-12-04-2021
22100345,2021-22 Regular Season,12/4/2021,Steven Adams,Tyus Jones,Jaren Jackson Jr.,Desmond Bane,Dillon Brooks,Dwight Powell,Reggie Bullock,Dorian Finney-Smith,Maxi Kleber,Jalen Brunson,DAL,MEM,DAL-12-04-2021
22100346,2021-22 Regular Season,12/4/2021,Jakob Poeltl,Keldon Johnson,Doug McDermott,Dejounte Murray,Derrick White,Kevon Looney,Draymond Green,Jordan Poole,Stephen Curry,Andrew Wiggins,GSW,SAS,GSW-12-04-2021
22100347,2021-22 Regular Season,12/4/2021,Robert Williams III,Marcus Smart,Jayson Tatum,Grant Williams,Dennis Schroder,Jusuf Nurkic,Norman Powell,Dennis Smith Jr.,Robert Covington,CJ McCollum,POR,BOS,POR-12-04-2021
22100348,2021-22 Regular Season,12/4/2021,Ivica Zubac,Marcus Morris Sr.,Reggie Jackson,Paul George,Serge Ibaka,Richaun Holmes,De'Aaron Fox,Terence Davis,Tyrese Haliburton,Chimezie Metu,SAC,LAC,SAC-12-04-2021
22100349,2021-22 Regular Season,12/5/2021,Rudy Gobert,Royce O'Neale,Bojan Bogdanovic,Mike Conley,Donovan Mitchell,Jarrett Allen,Lauri Markkanen,Evan Mobley,Isaac Okoro,Darius Garland,CLE,UTA,CLE-12-05-2021
22100350,2021-22 Regular Season,12/5/2021,Nick Richards,Miles Bridges,Kelly Oubre Jr.,Ish Smith,Gordon Hayward,Clint Capela,Trae Young,John Collins,Kevin Huerter,Timothe Luwawu-Cabarrot,ATL,CHA,ATL-12-05-2021
22100351,2021-22 Regular Season,12/5/2021,Daniel Gafford,Bradley Beal,Kentavious Caldwell-Pope,Kyle Kuzma,Spencer Dinwiddie,Precious Achiuwa,Pascal Siakam,Scottie Barnes,Fred VanVleet,Gary Trent Jr.,TOR,WAS,TOR-12-05-2021
22100352,2021-22 Regular Season,12/5/2021,Jonas Valanciunas,Herbert Jones,Devonte' Graham,Brandon Ingram,Garrett Temple,Christian Wood,Jae'Sean Tate,Daniel Theis,Garrison Mathews,Eric Gordon,HOU,NOP,HOU-12-05-2021
22100353,2021-22 Regular Season,12/6/2021,Joel Embiid,Tobias Harris,Seth Curry,Danny Green,Shake Milton,Nick Richards,Miles Bridges,Kelly Oubre Jr.,Cody Martin,Gordon Hayward,CHA,PHI,CHA-12-06-2021
22100354,2021-22 Regular Season,12/6/2021,Jeremiah Robinson-Earl,Shai Gilgeous-Alexander,Josh Giddey,Luguentz Dort,Darius Bazley,Isaiah Stewart,Saddiq Bey,Jerami Grant,Killian Hayes,Cade Cunningham,DET,OKC,DET-12-06-2021
22100355,2021-22 Regular Season,12/6/2021,Daniel Gafford,Aaron Holiday,Kyle Kuzma,Kentavious Caldwell-Pope,Bradley Beal,Myles Turner,Domantas Sabonis,Caris LeVert,Malcolm Brogdon,Chris Duarte,IND,WAS,IND-12-06-2021
22100356,2021-22 Regular Season,12/6/2021,Steven Adams,Jaren Jackson Jr.,Dillon Brooks,Desmond Bane,Tyus Jones,Dewayne Dedmon,P.J. Tucker,Kyle Lowry,Duncan Robinson,Jimmy Butler,MIA,MEM,MIA-12-06-2021
22100357,2021-22 Regular Season,12/6/2021,Nikola Jokic,Monte Morris,Aaron Gordon,Will Barton,Jeff Green,Nikola Vucevic,Derrick Jones Jr.,Lonzo Ball,Zach LaVine,Ayo Dosunmu,CHI,DEN,CHI-12-06-2021
22100358,2021-22 Regular Season,12/6/2021,Jarrett Allen,Evan Mobley,Lauri Markkanen,Darius Garland,Isaac Okoro,Bobby Portis,Giannis Antetokounmpo,Grayson Allen,Jrue Holiday,Khris Middleton,MIL,CLE,MIL-12-06-2021
22100359,2021-22 Regular Season,12/6/2021,Clint Capela,Trae Young,Timothe Luwawu-Cabarrot,Kevin Huerter,John Collins,Karl-Anthony Towns,Anthony Edwards,Taurean Prince,Leandro Bolmaro,Jarred Vanderbilt,MIN,ATL,MIN-12-06-2021
22100360,2021-22 Regular Season,12/6/2021,Jakob Poeltl,Derrick White,Dejounte Murray,Keldon Johnson,Doug McDermott,Deandre Ayton,Mikal Bridges,Landry Shamet,Jae Crowder,Chris Paul,PHX,SAS,PHX-12-06-2021
22100361,2021-22 Regular Season,12/6/2021,Mo Bamba,Wendell Carter Jr.,Gary Harris,Franz Wagner,Cole Anthony,Kevon Looney,Draymond Green,Jordan Poole,Stephen Curry,Andrew Wiggins,GSW,ORL,GSW-12-06-2021
22100362,2021-22 Regular Season,12/6/2021,Ivica Zubac,Luke Kennard,Marcus Morris Sr.,Paul George,Reggie Jackson,Jusuf Nurkic,Dennis Smith Jr.,Tony Snell,Norman Powell,Robert Covington,POR,LAC,POR-12-06-2021
22100363,2021-22 Regular Season,12/7/2021,LaMarcus Aldridge,Kevin Durant,Patty Mills,James Harden,DeAndre' Bembry,Kristaps Porzingis,Dorian Finney-Smith,Luka Doncic,Dwight Powell,Reggie Bullock,DAL,BKN,DAL-12-07-2021
22100364,2021-22 Regular Season,12/7/2021,Nerlens Noel,RJ Barrett,Evan Fournier,Alec Burks,Julius Randle,Jakob Poeltl,Keldon Johnson,Derrick White,Dejounte Murray,Doug McDermott,SAS,NYK,SAS-12-07-2021
22100365,2021-22 Regular Season,12/7/2021,Robert Williams III,Al Horford,Marcus Smart,Jayson Tatum,Dennis Schroder,Anthony Davis,LeBron James,Talen Horton-Tucker,Russell Westbrook,Avery Bradley,LAL,BOS,LAL-12-07-2021
22100366,2021-22 Regular Season,12/8/2021,Joel Embiid,Danny Green,Tobias Harris,Seth Curry,Tyrese Maxey,Nick Richards,Kelly Oubre Jr.,Gordon Hayward,Cody Martin,Miles Bridges,CHA,PHI,CHA-12-08-2021
22100367,2021-22 Regular Season,12/8/2021,Nikola Vucevic,Ayo Dosunmu,Zach LaVine,Lonzo Ball,Derrick Jones Jr.,Jarrett Allen,Darius Garland,Lauri Markkanen,Isaac Okoro,Evan Mobley,CLE,CHI,CLE-12-08-2021
22100368,2021-22 Regular Season,12/8/2021,Daniel Gafford,Spencer Dinwiddie,Bradley Beal,Kentavious Caldwell-Pope,Kyle Kuzma,Isaiah Stewart,Killian Hayes,Jerami Grant,Cade Cunningham,Saddiq Bey,DET,WAS,DET-12-08-2021
22100369,2021-22 Regular Season,12/8/2021,Taj Gibson,Julius Randle,RJ Barrett,Alec Burks,Evan Fournier,Myles Turner,Chris Duarte,Malcolm Brogdon,Caris LeVert,Domantas Sabonis,IND,NYK,IND-12-08-2021
22100370,2021-22 Regular Season,12/8/2021,Bobby Portis,Jrue Holiday,Khris Middleton,Giannis Antetokounmpo,Grayson Allen,Dewayne Dedmon,P.J. Tucker,Kyle Lowry,Duncan Robinson,Caleb Martin,MIA,MIL,MIA-12-08-2021
22100371,2021-22 Regular Season,12/8/2021,Jeremiah Robinson-Earl,Luguentz Dort,Darius Bazley,Josh Giddey,Shai Gilgeous-Alexander,Chris Boucher,Fred VanVleet,Scottie Barnes,Pascal Siakam,Gary Trent Jr.,TOR,OKC,TOR-12-08-2021
22100372,2021-22 Regular Season,12/8/2021,Nic Claxton,James Harden,DeAndre' Bembry,James Johnson,Patty Mills,Christian Wood,Eric Gordon,Jae'Sean Tate,Armoni Brooks,Garrison Mathews,HOU,BKN,HOU-12-08-2021
22100373,2021-22 Regular Season,12/8/2021,Kristaps Porzingis,Dwight Powell,Luka Doncic,Dorian Finney-Smith,Reggie Bullock,Steven Adams,Tyus Jones,Desmond Bane,Jaren Jackson Jr.,Dillon Brooks,MEM,DAL,MEM-12-08-2021
22100374,2021-22 Regular Season,12/8/2021,Rudy Gobert,Royce O'Neale,Donovan Mitchell,Mike Conley,Bojan Bogdanovic,Karl-Anthony Towns,Taurean Prince,Jarred Vanderbilt,Anthony Edwards,Patrick Beverley,MIN,UTA,MIN-12-08-2021
22100375,2021-22 Regular Season,12/8/2021,Nikola Jokic,Will Barton,Jeff Green,Monte Morris,Aaron Gordon,Jonas Valanciunas,Josh Hart,Herbert Jones,Brandon Ingram,Devonte' Graham,NOP,DEN,NOP-12-08-2021
22100376,2021-22 Regular Season,12/8/2021,Jusuf Nurkic,Nassir Little,Norman Powell,Dennis Smith Jr.,Robert Covington,Kevon Looney,Draymond Green,Stephen Curry,Andrew Wiggins,Jordan Poole,GSW,POR,GSW-12-08-2021
22100377,2021-22 Regular Season,12/8/2021,Mo Bamba,Franz Wagner,Wendell Carter Jr.,Cole Anthony,Gary Harris,Richaun Holmes,De'Aaron Fox,Terence Davis,Tyrese Haliburton,Harrison Barnes,SAC,ORL,SAC-12-08-2021
