GameId,Season,Date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,Home_team,Away_team,hm_date_id
22100637,2021-22 Regular Season,1/14/2022,Kevon Looney,Otto Porter Jr.,Andrew Wiggins,Jordan Poole,Stephen Curry,Nikola Vucevic,Lonzo Ball,DeMar DeRozan,Zach LaVine,Troy Brown Jr.,CHI,GSW,CHI-01-14-2022
22100638,2021-22 Regular Season,1/14/2022,Jarrett Allen,Darius Garland,Lauri Markkanen,Lamar Stevens,Evan Mobley,Jakob Poeltl,Dejounte Murray,Keldon Johnson,Doug McDermott,Devin Vassell,SAS,CLE,SAS-01-14-2022
22100639,2021-22 Regular Season,1/14/2022,Dwight Powell,Luka Doncic,Jalen Brunson,Maxi Kleber,Dorian Finney-Smith,Jaren Jackson Jr.,Desmond Bane,Brandon Clarke,Ziaire Williams,Ja Morant,MEM,DAL,MEM-01-14-2022
22100640,2021-22 Regular Season,1/14/2022,Christian Wood,Kevin Porter Jr.,Jalen Green,Jae'Sean Tate,Eric Gordon,Chimezie Metu,Marvin Bagley III,Tyrese Haliburton,Harrison Barnes,De'Aaron Fox,SAC,HOU,SAC-01-14-2022
22100641,2021-22 Regular Season,1/15/2022,Precious Achiuwa,Pascal Siakam,OG Anunoby,Yuta Watanabe,Fred VanVleet,Bobby Portis,Khris Middleton,Giannis Antetokounmpo,Wesley Matthews,Grayson Allen,MIL,TOR,MIL-01-15-2022
22100642,2021-22 Regular Season,1/15/2022,Jusuf Nurkic,Robert Covington,Ben McLemore,Nassir Little,Anfernee Simons,Daniel Gafford,Spencer Dinwiddie,Kyle Kuzma,Corey Kispert,Kentavious Caldwell-Pope,WAS,POR,WAS-01-15-2022
22100643,2021-22 Regular Season,1/15/2022,Mitchell Robinson,Evan Fournier,Alec Burks,RJ Barrett,Julius Randle,John Collins,De'Andre Hunter,Trae Young,Gorgui Dieng,Kevin Huerter,ATL,NYK,ATL-01-15-2022
22100644,2021-22 Regular Season,1/15/2022,Jonas Valanciunas,Devonte' Graham,Brandon Ingram,Herbert Jones,Josh Hart,Day'Ron Sharpe,Patty Mills,Kevin Durant,James Harden,Kessler Edwards,BKN,NOP,BKN-01-15-2022
22100645,2021-22 Regular Season,1/15/2022,Joel Embiid,Furkan Korkmaz,Seth Curry,Tyrese Maxey,Tobias Harris,Omer Yurtseven,Max Strus,P.J. Tucker,Jimmy Butler,Kyle Lowry,MIA,PHI,MIA-01-15-2022
22100646,2021-22 Regular Season,1/15/2022,Jarrett Allen,Lamar Stevens,Evan Mobley,Darius Garland,Lauri Markkanen,Derrick Favors,Luguentz Dort,Shai Gilgeous-Alexander,Jeremiah Robinson-Earl,Josh Giddey,OKC,CLE,OKC-01-15-2022
22100647,2021-22 Regular Season,1/15/2022,Nikola Vucevic,Coby White,DeMar DeRozan,Alfonzo McKinnie,Ayo Dosunmu,Robert Williams III,Dennis Schroder,Jaylen Brown,Jayson Tatum,Al Horford,BOS,CHI,BOS-01-15-2022
22100648,2021-22 Regular Season,1/15/2022,Ivica Zubac,Marcus Morris Sr.,Nicolas Batum,Reggie Jackson,Amir Coffey,Jock Landale,Keldon Johnson,Dejounte Murray,Devin Vassell,Doug McDermott,SAS,LAC,SAS-01-15-2022
22100649,2021-22 Regular Season,1/15/2022,Dwight Howard,Malik Monk,Russell Westbrook,Avery Bradley,LeBron James,Nikola Jokic,Monte Morris,Jeff Green,Aaron Gordon,Will Barton,DEN,LAL,DEN-01-15-2022
22100650,2021-22 Regular Season,1/15/2022,Robin Lopez,Chuma Okeke,Franz Wagner,Cole Anthony,Gary Harris,Kristaps Porzingis,Maxi Kleber,Luka Doncic,Jalen Brunson,Dorian Finney-Smith,DAL,ORL,DAL-01-15-2022
22100617,2021-22 Regular Season,1/16/2022,Deandre Ayton,Jae Crowder,Mikal Bridges,Devin Booker,Chris Paul,Isaiah Stewart,Saddiq Bey,Cade Cunningham,Killian Hayes,Hamidou Diallo,DET,PHX,DET-01-16-2022
22100651,2021-22 Regular Season,1/16/2022,Christian Wood,Eric Gordon,Kevin Porter Jr.,Jalen Green,Jae'Sean Tate,Richaun Holmes,Chimezie Metu,De'Aaron Fox,Harrison Barnes,Terence Davis,SAC,HOU,SAC-01-16-2022
22100652,2021-22 Regular Season,1/16/2022,Kevon Looney,Klay Thompson,Otto Porter Jr.,Andrew Wiggins,Jordan Poole,Karl-Anthony Towns,Jarred Vanderbilt,Anthony Edwards,Patrick Beverley,D'Angelo Russell,MIN,GSW,MIN-01-16-2022
22100653,2021-22 Regular Season,1/16/2022,Rudy Gobert,Mike Conley,Bojan Bogdanovic,Donovan Mitchell,Royce O'Neale,Nikola Jokic,Jeff Green,Will Barton,Aaron Gordon,Monte Morris,DEN,UTA,DEN-01-16-2022
22100654,2021-22 Regular Season,1/17/2022,Jonas Valanciunas,Josh Hart,Brandon Ingram,Herbert Jones,Devonte' Graham,Al Horford,Dennis Schroder,Jayson Tatum,Jaylen Brown,Grant Williams,BOS,NOP,BOS-01-17-2022
22100655,2021-22 Regular Season,1/17/2022,Mason Plumlee,Terry Rozier,Cody Martin,Miles Bridges,Gordon Hayward,Mitchell Robinson,Alec Burks,Evan Fournier,Julius Randle,RJ Barrett,NYK,CHA,NYK-01-17-2022
22100656,2021-22 Regular Season,1/17/2022,Joel Embiid,Furkan Korkmaz,Seth Curry,Tobias Harris,Tyrese Maxey,Daniel Gafford,Kyle Kuzma,Bradley Beal,Spencer Dinwiddie,Kentavious Caldwell-Pope,WAS,PHI,WAS-01-17-2022
22100657,2021-22 Regular Season,1/17/2022,Day'Ron Sharpe,Kyrie Irving,James Harden,Patty Mills,Kessler Edwards,Jarrett Allen,Lauri Markkanen,Darius Garland,Isaac Okoro,Evan Mobley,CLE,BKN,CLE-01-17-2022
22100658,2021-22 Regular Season,1/17/2022,Nikola Vucevic,Ayo Dosunmu,Coby White,DeMar DeRozan,Alfonzo McKinnie,Steven Adams,Ja Morant,Desmond Bane,Jaren Jackson Jr.,Ziaire Williams,MEM,CHI,MEM-01-17-2022
22100659,2021-22 Regular Season,1/17/2022,Domantas Sabonis,Caris LeVert,Justin Holiday,Duane Washington Jr.,Torrey Craig,Ivica Zubac,Marcus Morris Sr.,Amir Coffey,Nicolas Batum,Reggie Jackson,LAC,IND,LAC-01-17-2022
22100660,2021-22 Regular Season,1/17/2022,Bobby Portis,Giannis Antetokounmpo,Khris Middleton,Grayson Allen,George Hill,Onyeka Okongwu,John Collins,Trae Young,Kevin Huerter,De'Andre Hunter,ATL,MIL,ATL-01-17-2022
22100661,2021-22 Regular Season,1/17/2022,Jusuf Nurkic,CJ McCollum,Nassir Little,Anfernee Simons,Robert Covington,Robin Lopez,Cole Anthony,Franz Wagner,Chuma Okeke,Gary Harris,ORL,POR,ORL-01-17-2022
22100662,2021-22 Regular Season,1/17/2022,Precious Achiuwa,Pascal Siakam,Scottie Barnes,Fred VanVleet,OG Anunoby,Bam Adebayo,Gabe Vincent,Jimmy Butler,P.J. Tucker,Duncan Robinson,MIA,TOR,MIA-01-17-2022
22100663,2021-22 Regular Season,1/17/2022,Jeremiah Robinson-Earl,Darius Bazley,Josh Giddey,Luguentz Dort,Shai Gilgeous-Alexander,Kristaps Porzingis,Maxi Kleber,Dorian Finney-Smith,Luka Doncic,Jalen Brunson,DAL,OKC,DAL-01-17-2022
22100664,2021-22 Regular Season,1/17/2022,JaVale McGee,Chris Paul,Devin Booker,Jae Crowder,Mikal Bridges,Jakob Poeltl,Dejounte Murray,Keldon Johnson,Derrick White,Doug McDermott,SAS,PHX,SAS-01-17-2022
22100665,2021-22 Regular Season,1/17/2022,Rudy Gobert,Royce O'Neale,Donovan Mitchell,Mike Conley,Bojan Bogdanovic,Dwight Howard,LeBron James,Avery Bradley,Russell Westbrook,Trevor Ariza,LAL,UTA,LAL-01-17-2022
22100666,2021-22 Regular Season,1/18/2022,Karl-Anthony Towns,Anthony Edwards,D'Angelo Russell,Patrick Beverley,Jarred Vanderbilt,Mitchell Robinson,Julius Randle,Evan Fournier,RJ Barrett,Kemba Walker,NYK,MIN,NYK-01-18-2022
22100667,2021-22 Regular Season,1/18/2022,Isaiah Stewart,Killian Hayes,Hamidou Diallo,Saddiq Bey,Cade Cunningham,Kevon Looney,Klay Thompson,Jonathan Kuminga,Andrew Wiggins,Stephen Curry,GSW,DET,GSW-01-18-2022
22100668,2021-22 Regular Season,1/19/2022,Mo Bamba,Cole Anthony,Gary Harris,Franz Wagner,Jalen Suggs,Joel Embiid,Charlie Brown Jr.,Seth Curry,Tobias Harris,Tyrese Maxey,PHI,ORL,PHI-01-19-2022
22100669,2021-22 Regular Season,1/19/2022,Day'Ron Sharpe,Kyrie Irving,Kessler Edwards,James Harden,Patty Mills,Daniel Gafford,Spencer Dinwiddie,Kyle Kuzma,Bradley Beal,Kentavious Caldwell-Pope,WAS,BKN,WAS-01-19-2022
22100670,2021-22 Regular Season,1/19/2022,Karl-Anthony Towns,Jarred Vanderbilt,Anthony Edwards,D'Angelo Russell,Patrick Beverley,Onyeka Okongwu,Trae Young,De'Andre Hunter,John Collins,Kevin Huerter,ATL,MIN,ATL-01-19-2022
22100671,2021-22 Regular Season,1/19/2022,Mason Plumlee,Miles Bridges,LaMelo Ball,Gordon Hayward,Terry Rozier,Al Horford,Grant Williams,Jayson Tatum,Jaylen Brown,Dennis Schroder,BOS,CHA,BOS-01-19-2022
22100672,2021-22 Regular Season,1/19/2022,Jusuf Nurkic,Robert Covington,Anfernee Simons,Nassir Little,CJ McCollum,Bam Adebayo,Gabe Vincent,P.J. Tucker,Jimmy Butler,Duncan Robinson,MIA,POR,MIA-01-19-2022
22100673,2021-22 Regular Season,1/19/2022,Lauri Markkanen,Jarrett Allen,Darius Garland,Evan Mobley,Isaac Okoro,Nikola Vucevic,DeMar DeRozan,Coby White,Ayo Dosunmu,Alfonzo McKinnie,CHI,CLE,CHI-01-19-2022
22100674,2021-22 Regular Season,1/19/2022,Steven Adams,Ja Morant,Ziaire Williams,John Konchar,Jaren Jackson Jr.,Bobby Portis,George Hill,Giannis Antetokounmpo,Grayson Allen,Khris Middleton,MIL,MEM,MIL-01-19-2022
22100675,2021-22 Regular Season,1/19/2022,Precious Achiuwa,OG Anunoby,Fred VanVleet,Scottie Barnes,Pascal Siakam,Kristaps Porzingis,Luka Doncic,Jalen Brunson,Dorian Finney-Smith,Maxi Kleber,DAL,TOR,DAL-01-19-2022
22100676,2021-22 Regular Season,1/19/2022,Jeremiah Robinson-Earl,Aaron Wiggins,Josh Giddey,Luguentz Dort,Shai Gilgeous-Alexander,Jakob Poeltl,Dejounte Murray,Derrick White,Doug McDermott,Keldon Johnson,SAS,OKC,SAS-01-19-2022
22100677,2021-22 Regular Season,1/19/2022,Christian Wood,Jae'Sean Tate,Kevin Porter Jr.,Jalen Green,Eric Gordon,Rudy Gobert,Royce O'Neale,Bojan Bogdanovic,Mike Conley,Joe Ingles,UTA,HOU,UTA-01-19-2022
22100678,2021-22 Regular Season,1/19/2022,Ivica Zubac,Amir Coffey,Reggie Jackson,Serge Ibaka,Terance Mann,Nikola Jokic,Jeff Green,Monte Morris,Aaron Gordon,Will Barton,DEN,LAC,DEN-01-19-2022
22100679,2021-22 Regular Season,1/19/2022,Isaiah Stewart,Hamidou Diallo,Saddiq Bey,Cade Cunningham,Cory Joseph,Richaun Holmes,De'Aaron Fox,Terence Davis,Harrison Barnes,Marvin Bagley III,SAC,DET,SAC-01-19-2022
22100680,2021-22 Regular Season,1/19/2022,Domantas Sabonis,Caris LeVert,Torrey Craig,Malcolm Brogdon,Justin Holiday,Dwight Howard,Trevor Ariza,LeBron James,Russell Westbrook,Avery Bradley,LAL,IND,LAL-01-19-2022
22100681,2021-22 Regular Season,1/20/2022,Jonas Valanciunas,Josh Hart,Brandon Ingram,Devonte' Graham,Herbert Jones,Mitchell Robinson,Julius Randle,Kemba Walker,RJ Barrett,Evan Fournier,NYK,NOP,NYK-01-20-2022
22100682,2021-22 Regular Season,1/20/2022,JaVale McGee,Mikal Bridges,Devin Booker,Chris Paul,Jae Crowder,Kristaps Porzingis,Maxi Kleber,Luka Doncic,Dorian Finney-Smith,Jalen Brunson,DAL,PHX,DAL-01-20-2022
22100683,2021-22 Regular Season,1/20/2022,Goga Bitadze,Chris Duarte,Justin Holiday,Keifer Sykes,Torrey Craig,Kevon Looney,Andrew Wiggins,Klay Thompson,Stephen Curry,Jonathan Kuminga,GSW,IND,GSW-01-20-2022
22100684,2021-22 Regular Season,1/21/2022,Jeremiah Robinson-Earl,Josh Giddey,Shai Gilgeous-Alexander,Aaron Wiggins,Luguentz Dort,Mason Plumlee,LaMelo Ball,Gordon Hayward,Terry Rozier,Miles Bridges,CHA,OKC,CHA-01-21-2022
22100685,2021-22 Regular Season,1/21/2022,Dwight Howard,LeBron James,Russell Westbrook,Avery Bradley,Trevor Ariza,Mo Bamba,Jalen Suggs,Gary Harris,Cole Anthony,Franz Wagner,ORL,LAL,ORL-01-21-2022
22100686,2021-22 Regular Season,1/21/2022,Ivica Zubac,Amir Coffey,Reggie Jackson,Marcus Morris Sr.,Nicolas Batum,Joel Embiid,Furkan Korkmaz,Isaiah Joe,Tyrese Maxey,Tobias Harris,PHI,LAC,PHI-01-21-2022
22100687,2021-22 Regular Season,1/21/2022,Bam Adebayo,Gabe Vincent,Duncan Robinson,P.J. Tucker,Jimmy Butler,Onyeka Okongwu,Kevin Huerter,De'Andre Hunter,Trae Young,John Collins,ATL,MIA,ATL-01-21-2022
22100688,2021-22 Regular Season,1/21/2022,Jusuf Nurkic,Anfernee Simons,CJ McCollum,Nassir Little,Robert Covington,Robert Williams III,Al Horford,Jayson Tatum,Dennis Schroder,Jaylen Brown,BOS,POR,BOS-01-21-2022
22100689,2021-22 Regular Season,1/21/2022,Scottie Barnes,Pascal Siakam,OG Anunoby,Gary Trent Jr.,Fred VanVleet,Daniel Gafford,Kentavious Caldwell-Pope,Bradley Beal,Deni Avdija,Spencer Dinwiddie,WAS,TOR,WAS-01-21-2022
22100690,2021-22 Regular Season,1/21/2022,Nikola Vucevic,Coby White,DeMar DeRozan,Tyler Cook,Ayo Dosunmu,Bobby Portis,Giannis Antetokounmpo,Grayson Allen,Khris Middleton,George Hill,MIL,CHI,MIL-01-21-2022
22100691,2021-22 Regular Season,1/21/2022,Day'Ron Sharpe,Kyrie Irving,Patty Mills,James Harden,Kessler Edwards,Jakob Poeltl,Keldon Johnson,Derrick White,Dejounte Murray,Doug McDermott,SAS,BKN,SAS-01-21-2022
22100692,2021-22 Regular Season,1/21/2022,Steven Adams,Ja Morant,Jaren Jackson Jr.,John Konchar,Ziaire Williams,Nikola Jokic,Jeff Green,Aaron Gordon,Will Barton,Monte Morris,DEN,MEM,DEN-01-21-2022
22100693,2021-22 Regular Season,1/21/2022,Isaiah Stewart,Cory Joseph,Cade Cunningham,Hamidou Diallo,Saddiq Bey,Rudy Gobert,Bojan Bogdanovic,Joe Ingles,Royce O'Neale,Mike Conley,UTA,DET,UTA-01-21-2022
22100694,2021-22 Regular Season,1/21/2022,Christian Wood,Kevin Porter Jr.,Jalen Green,Jae'Sean Tate,Eric Gordon,Kevon Looney,Otto Porter Jr.,Stephen Curry,Jordan Poole,Andrew Wiggins,GSW,HOU,GSW-01-21-2022
22100695,2021-22 Regular Season,1/22/2022,Darius Bazley,Luguentz Dort,Josh Giddey,Shai Gilgeous-Alexander,Jeremiah Robinson-Earl,Jarrett Allen,Darius Garland,Evan Mobley,Lauri Markkanen,Isaac Okoro,CLE,OKC,CLE-01-22-2022
22100696,2021-22 Regular Season,1/22/2022,Richaun Holmes,Terence Davis,Harrison Barnes,Marvin Bagley III,Tyrese Haliburton,Bobby Portis,Khris Middleton,Jrue Holiday,Pat Connaughton,George Hill,MIL,SAC,MIL-01-22-2022
22100697,2021-22 Regular Season,1/22/2022,Goga Bitadze,Keifer Sykes,Justin Holiday,Chris Duarte,Torrey Craig,JaVale McGee,Chris Paul,Mikal Bridges,Devin Booker,Jae Crowder,PHX,IND,PHX-01-22-2022
22100698,2021-22 Regular Season,1/23/2022,Ivica Zubac,Marcus Morris Sr.,Nicolas Batum,Reggie Jackson,Amir Coffey,Mitchell Robinson,Julius Randle,Evan Fournier,RJ Barrett,Alec Burks,NYK,LAC,NYK-01-23-2022
22100699,2021-22 Regular Season,1/23/2022,Robert Williams III,Marcus Smart,Al Horford,Jayson Tatum,Jaylen Brown,Daniel Gafford,Bradley Beal,Kentavious Caldwell-Pope,Kyle Kuzma,Spencer Dinwiddie,WAS,BOS,WAS-01-23-2022
22100700,2021-22 Regular Season,1/23/2022,Dwight Howard,LeBron James,Russell Westbrook,Trevor Ariza,Avery Bradley,Bam Adebayo,Gabe Vincent,Duncan Robinson,P.J. Tucker,Jimmy Butler,MIA,LAL,MIA-01-23-2022
22100701,2021-22 Regular Season,1/23/2022,Nikola Vucevic,Coby White,DeMar DeRozan,Tyler Cook,Ayo Dosunmu,Mo Bamba,Wendell Carter Jr.,Cole Anthony,Jalen Suggs,Franz Wagner,ORL,CHI,ORL-01-23-2022
22100702,2021-22 Regular Season,1/23/2022,Jusuf Nurkic,Anfernee Simons,CJ McCollum,Nassir Little,Robert Covington,Scottie Barnes,OG Anunoby,Gary Trent Jr.,Fred VanVleet,Pascal Siakam,TOR,POR,TOR-01-23-2022
22100703,2021-22 Regular Season,1/23/2022,Clint Capela,De'Andre Hunter,Trae Young,John Collins,Kevin Huerter,Mason Plumlee,LaMelo Ball,Miles Bridges,Terry Rozier,Cody Martin,CHA,ATL,CHA-01-23-2022
22100704,2021-22 Regular Season,1/23/2022,Joel Embiid,Tobias Harris,Furkan Korkmaz,Tyrese Maxey,Charlie Brown Jr.,Jakob Poeltl,Derrick White,Doug McDermott,Keldon Johnson,Dejounte Murray,SAS,PHI,SAS-01-23-2022
22100705,2021-22 Regular Season,1/23/2022,Steven Adams,Ja Morant,Jaren Jackson Jr.,John Konchar,Ziaire Williams,Kristaps Porzingis,Jalen Brunson,Luka Doncic,Maxi Kleber,Dorian Finney-Smith,DAL,MEM,DAL-01-23-2022
22100706,2021-22 Regular Season,1/23/2022,Day'Ron Sharpe,James Harden,Patty Mills,Kessler Edwards,Kyrie Irving,Karl-Anthony Towns,Jaden McDaniels,D'Angelo Russell,Jarred Vanderbilt,Anthony Edwards,MIN,BKN,MIN-01-23-2022
22100707,2021-22 Regular Season,1/23/2022,Isaiah Stewart,Cory Joseph,Cade Cunningham,Saddiq Bey,Hamidou Diallo,Nikola Jokic,Will Barton,Aaron Gordon,Monte Morris,Austin Rivers,DEN,DET,DEN-01-23-2022
22100708,2021-22 Regular Season,1/23/2022,Rudy Gobert,Bojan Bogdanovic,Joe Ingles,Mike Conley,Royce O'Neale,Kevon Looney,Stephen Curry,Jordan Poole,Andrew Wiggins,Otto Porter Jr.,GSW,UTA,GSW-01-23-2022
22100709,2021-22 Regular Season,1/24/2022,Nerlens Noel,Kemba Walker,Evan Fournier,Julius Randle,RJ Barrett,Evan Mobley,Ed Davis,Dean Wade,Darius Garland,Isaac Okoro,CLE,NYK,CLE-01-24-2022
22100712,2021-22 Regular Season,1/24/2022,Goga Bitadze,Chris Duarte,Caris LeVert,Justin Holiday,Torrey Craig,Jonas Valanciunas,Josh Hart,Herbert Jones,Devonte' Graham,Garrett Temple,NOP,IND,NOP-01-24-2022
22100713,2021-22 Regular Season,1/24/2022,Hassan Whiteside,Jordan Clarkson,Rudy Gay,Danuel House Jr.,Trent Forrest,JaVale McGee,Chris Paul,Mikal Bridges,Cameron Johnson,Devin Booker,PHX,UTA,PHX-01-24-2022
22100730,2021-22 Regular Season,1/24/2022,Zach LaVine,Nikola Vucevic,Ayo Dosunmu,Troy Brown Jr.,Javonte Green,Josh Giddey,Jeremiah Robinson-Earl,Luguentz Dort,Shai Gilgeous-Alexander,Aaron Wiggins,OKC,CHI,OKC-01-24-2022
22100454,2021-22 Regular Season,1/25/2022,Willy Hernangomez,Garrett Temple,Nickeil Alexander-Walker,Herbert Jones,Jose Alvarado,Joel Embiid,Tyrese Maxey,Furkan Korkmaz,Tobias Harris,Matisse Thybulle,PHI,NOP,PHI-01-25-2022
22100714,2021-22 Regular Season,1/25/2022,Nikola Jokic,Austin Rivers,Jeff Green,Monte Morris,Aaron Gordon,Isaiah Stewart,Cory Joseph,Saddiq Bey,Cade Cunningham,Hamidou Diallo,DET,DEN,DET-01-25-2022
22100715,2021-22 Regular Season,1/25/2022,Mason Plumlee,Terry Rozier,Miles Bridges,LaMelo Ball,Cody Martin,Precious Achiuwa,Pascal Siakam,Chris Boucher,Gary Trent Jr.,OG Anunoby,TOR,CHA,TOR-01-25-2022
22100716,2021-22 Regular Season,1/25/2022,Ivica Zubac,Reggie Jackson,Amir Coffey,Nicolas Batum,Terance Mann,Daniel Gafford,Bradley Beal,Kyle Kuzma,Spencer Dinwiddie,Kentavious Caldwell-Pope,WAS,LAC,WAS-01-25-2022
22100717,2021-22 Regular Season,1/25/2022,Richaun Holmes,Harrison Barnes,Marvin Bagley III,Tyrese Haliburton,Terence Davis,Robert Williams III,Jayson Tatum,Marcus Smart,Al Horford,Jaylen Brown,BOS,SAC,BOS-01-25-2022
22100718,2021-22 Regular Season,1/25/2022,Anthony Davis,LeBron James,Russell Westbrook,Stanley Johnson,Avery Bradley,Day'Ron Sharpe,DeAndre' Bembry,James Harden,Patty Mills,Kessler Edwards,BKN,LAL,BKN-01-25-2022
22100719,2021-22 Regular Season,1/25/2022,Jakob Poeltl,Dejounte Murray,Derrick White,Keldon Johnson,Doug McDermott,Christian Wood,Jalen Green,Kevin Porter Jr.,Jae'Sean Tate,Eric Gordon,HOU,SAS,HOU-01-25-2022
22100720,2021-22 Regular Season,1/25/2022,Kristaps Porzingis,Maxi Kleber,Jalen Brunson,Luka Doncic,Dorian Finney-Smith,Kevon Looney,Otto Porter Jr.,Stephen Curry,Klay Thompson,Andrew Wiggins,GSW,DAL,GSW-01-25-2022
22100721,2021-22 Regular Season,1/25/2022,Karl-Anthony Towns,Jaden McDaniels,Jarred Vanderbilt,D'Angelo Russell,Anthony Edwards,Jusuf Nurkic,Robert Covington,Anfernee Simons,CJ McCollum,Nassir Little,POR,MIN,POR-01-25-2022
22100453,2021-22 Regular Season,1/26/2022,Nikola Jokic,Will Barton,Monte Morris,Aaron Gordon,Jeff Green,LaMarcus Aldridge,Kessler Edwards,DeAndre' Bembry,James Johnson,Patty Mills,BKN,DEN,BKN-01-26-2022
22100472,2021-22 Regular Season,1/26/2022,Pascal Siakam,Gary Trent Jr.,Precious Achiuwa,Scottie Barnes,OG Anunoby,Nikola Vucevic,DeMar DeRozan,Zach LaVine,Javonte Green,Ayo Dosunmu,CHI,TOR,CHI-01-26-2022
22100722,2021-22 Regular Season,1/26/2022,Bobby Portis,Giannis Antetokounmpo,Khris Middleton,Pat Connaughton,Jrue Holiday,Jarrett Allen,Isaac Okoro,Dean Wade,Darius Garland,Evan Mobley,CLE,MIL,CLE-01-26-2022
22100723,2021-22 Regular Season,1/26/2022,Mason Plumlee,Cody Martin,LaMelo Ball,Miles Bridges,Terry Rozier,Goga Bitadze,Torrey Craig,Justin Holiday,Caris LeVert,Chris Duarte,IND,CHA,IND-01-26-2022
22100724,2021-22 Regular Season,1/26/2022,Ivica Zubac,Reggie Jackson,Amir Coffey,Terance Mann,Nicolas Batum,Mo Bamba,Wendell Carter Jr.,Cole Anthony,Jalen Suggs,Franz Wagner,ORL,LAC,ORL-01-26-2022
22100725,2021-22 Regular Season,1/26/2022,Richaun Holmes,Harrison Barnes,Marvin Bagley III,Davion Mitchell,Tyrese Haliburton,Clint Capela,Kevin Huerter,John Collins,Trae Young,De'Andre Hunter,ATL,SAC,ATL-01-26-2022
22100727,2021-22 Regular Season,1/26/2022,Mitchell Robinson,Julius Randle,Kemba Walker,Evan Fournier,RJ Barrett,Bam Adebayo,P.J. Tucker,Jimmy Butler,Gabe Vincent,Duncan Robinson,MIA,NYK,MIA-01-26-2022
22100728,2021-22 Regular Season,1/26/2022,Steven Adams,Desmond Bane,Jaren Jackson Jr.,Ja Morant,Ziaire Williams,Jakob Poeltl,Dejounte Murray,Doug McDermott,Keldon Johnson,Derrick White,SAS,MEM,SAS-01-26-2022
22100731,2021-22 Regular Season,1/26/2022,Bismack Biyombo,Cameron Johnson,Devin Booker,Chris Paul,Mikal Bridges,Hassan Whiteside,Bojan Bogdanovic,Royce O'Neale,Mike Conley,Joe Ingles,UTA,PHX,UTA-01-26-2022
22100732,2021-22 Regular Season,1/26/2022,Kristaps Porzingis,Jalen Brunson,Maxi Kleber,Dorian Finney-Smith,Luka Doncic,Jusuf Nurkic,Anfernee Simons,CJ McCollum,Norman Powell,Tony Snell,POR,DAL,POR-01-26-2022
22100733,2021-22 Regular Season,1/27/2022,Anthony Davis,Malik Monk,Stanley Johnson,Russell Westbrook,Avery Bradley,Joel Embiid,Furkan Korkmaz,Tyrese Maxey,Tobias Harris,Matisse Thybulle,PHI,LAL,PHI-01-27-2022
22100734,2021-22 Regular Season,1/27/2022,Karl-Anthony Towns,Jarred Vanderbilt,D'Angelo Russell,Jaden McDaniels,Anthony Edwards,Kevon Looney,Klay Thompson,Stephen Curry,Otto Porter Jr.,Andrew Wiggins,GSW,MIN,GSW-01-27-2022
22100729,2021-22 Regular Season,1/28/2022,Nikola Jokic,Jeff Green,Monte Morris,Austin Rivers,Aaron Gordon,Willy Hernangomez,Devonte' Graham,Josh Hart,Herbert Jones,Garrett Temple,NOP,DEN,NOP-01-28-2022
22100735,2021-22 Regular Season,1/28/2022,DeAndre Jordan,Russell Westbrook,Wayne Ellington,Avery Bradley,Stanley Johnson,Mason Plumlee,LaMelo Ball,Miles Bridges,Terry Rozier,Cody Martin,CHA,LAL,CHA-01-28-2022
22100736,2021-22 Regular Season,1/28/2022,Isaiah Stewart,Saddiq Bey,Cade Cunningham,Hamidou Diallo,Cory Joseph,Mo Bamba,Cole Anthony,Franz Wagner,Jalen Suggs,Wendell Carter Jr.,ORL,DET,ORL-01-28-2022
22100737,2021-22 Regular Season,1/28/2022,Robert Williams III,Al Horford,Jaylen Brown,Jayson Tatum,Marcus Smart,Clint Capela,De'Andre Hunter,Trae Young,John Collins,Kevin Huerter,ATL,BOS,ATL-01-28-2022
22100738,2021-22 Regular Season,1/28/2022,Ivica Zubac,Amir Coffey,Terance Mann,Nicolas Batum,Reggie Jackson,Bam Adebayo,Gabe Vincent,Duncan Robinson,P.J. Tucker,Jimmy Butler,MIA,LAC,MIA-01-28-2022
22100739,2021-22 Regular Season,1/28/2022,Jusuf Nurkic,Anfernee Simons,Norman Powell,CJ McCollum,Robert Covington,Christian Wood,Garrison Mathews,Jalen Green,Eric Gordon,Jae'Sean Tate,HOU,POR,HOU-01-28-2022
22100740,2021-22 Regular Season,1/28/2022,Hassan Whiteside,Mike Conley,Joe Ingles,Royce O'Neale,Bojan Bogdanovic,Steven Adams,Ja Morant,Desmond Bane,Jaren Jackson Jr.,Ziaire Williams,MEM,UTA,MEM-01-28-2022
22100741,2021-22 Regular Season,1/28/2022,Domantas Sabonis,Caris LeVert,Chris Duarte,Torrey Craig,Justin Holiday,Jeremiah Robinson-Earl,Tre Mann,Shai Gilgeous-Alexander,Luguentz Dort,Josh Giddey,OKC,IND,OKC-01-28-2022
22100742,2021-22 Regular Season,1/28/2022,Nikola Vucevic,Ayo Dosunmu,Zach LaVine,Javonte Green,DeMar DeRozan,Jakob Poeltl,Derrick White,Dejounte Murray,Keldon Johnson,Doug McDermott,SAS,CHI,SAS-01-28-2022
